"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"detail";-70,986;-43,861;5,31;-6,918;79,617;51,435;-19,081;-13,107;0,008;9,097
"art";9,951;-79,601;-37,762;-6,964;181,646;34,093;-4,448;-3,846;4,717;-8,232
"paint";-33,736;-89,425;3,393;-6,784;152;67,433;0,012;-9,581;7,259;-5,884
"artstation";32,775;-52,417;-18,646;-40,886;79,08;57,063;5,92;41,257;-35,656;-33,992
"light";-0,314;-46,943;40,781;2,401;-17,413;-20,985;-2,383;94,917;0,601;-0,055
"highly";-25,596;-41,977;-11,763;-17,365;319,09;144,221;-6,958;-25,471;-15,408;-3,785
"concept";33,088;-31,161;-26,753;-10,376;293,893;66,957;-6,144;-1,26;-17,934;-58,385
"city";3,015;-38,669;-20,383;-3,53;0,758;-12,137;0,001;-31,04;11,591;72,676
"greg";2,185;-15,851;-24,402;-18,147;19,215;53,337;2,33;2,945;47,654;-22,295
"digital";-3,344;-41,977;-23,351;-14,792;265,979;79,292;-1,415;0,054;-17,988;-20,865
"rutkowski";-10,497;-9,506;-19,752;-14,689;51,812;-7,979;5,751;9,325;64,644;-12,323
"trend";25,306;-3,955;-0,859;-16,097;-53,997;156,169;19,227;1,151;-14,142;0,292
"beautiful";174,223;-34,446;-18,24;6,438;-7,289;0,091;21,184;-2,872;-1,873;-0,033
"cinematic";-13,072;-24,262;44,67;-8,869;-10,415;-5,419;-8,838;19,92;2,869;14,238
"medieval";267,795;-18,979;-13,963;-2,926;-1,127;-8,904;27,604;-13,293;1,398;-1,411
"render";-12,771;-21,241;-1,684;-8,665;-11,195;165,999;-1,234;-1,664;3,133;20,452
"illustration";86,014;-20,751;-14,906;-6,711;355,306;-9,505;-9,368;-15,074;-11,482;-38,446
"high";-13,072;-13,231;168,363;-8,869;-31,298;-7,605;-0,652;1,106;-2,12;20,715
"intricate";-15,07;-11,097;-13,748;-10,224;161,648;93,964;-0,245;-9,782;-8,297;-7,006
"fantasy";-12,398;0,211;-11,311;-8,412;0,005;-7,213;-10,541;-13,354;3,487;62,395
"octane";-12,398;-23,012;-1,498;-8,412;-3,635;171,588;-4,59;-1,366;0,439;18,048
"sharp";-14,524;-26,957;-13,25;-3,936;540,106;-8,449;-12,348;-8,942;-0,295;-23,212
"view";-12,771;-14,662;73,527;3,612;28,484;-7,43;-0,558;-4,11;42,716;-19,58
"focus";-13,908;-25,813;-12,688;-9,436;568,974;-8,091;-11,824;-8,009;-9,774;-16,929
"color";84,09;-1,681;8,191;-6,597;31,802;-7,561;0,085;-1,853;-9,134;-23,92
"realistic";-10,215;-0,011;-7,121;-6,931;-16,783;-5,943;11,569;-7,814;-7,179;80,642
"street";-8,467;-15,715;51,456;0,204;-7,422;-4,926;51,32;-1,15;7,283;-0,104
"town";-8,398;-15,588;-7,662;-5,698;0,015;215,365;21,442;-4,861;25,697;-4,425
"matte";-9,298;-14,901;-8,483;-4,222;33,568;250,703;-7,905;-9,395;60,574;-15,889
"engine";-9,72;-18,04;-8,867;-6,594;-15,466;224,339;10,217;-8,505;7,211;10,112
"unreal";-9,72;-18,04;-8,867;-6,594;-15,466;224,339;10,217;-8,505;7,211;10,112
"volumetric";23,539;-5,82;-9,45;-7,027;-6,228;-6,026;-8,806;165,952;-0,298;-5,918
"map";10,748;790,576;-8,867;-6,594;-21,685;-5,654;-8,263;-16,076;0,001;-66,657
"style";-9,79;1,468;-8,932;-2,83;-2,402;-5,695;0,118;-1,697;-6,88;41,078
"tower";-7,246;-13,449;45,218;-4,916;-14,656;-4,215;-6,16;105,275;-0,069;-0,286
"sky";-7,853;-14,575;-7,164;-5,328;114,614;-2,596;16,341;-2,92;-5,519;-1,408
"masterpiece";-7,112;-10,919;339,392;-4,825;-21,186;-2,206;6,801;-12,862;39,786;-2,482
"mucha";-0,846;-15,715;-7,725;-5,744;531,823;-4,926;-7,199;-9,585;10,022;-80,988
"8k";-7,313;-11,284;-2,894;-4,962;-19,324;-4,254;-6,217;192,523;-0,604;1,832
"village";181,903;-12,706;-6,245;9,222;-11,553;17,132;3,244;-3,713;0,13;-8,416
"artgerm";74,692;-14,701;-7,226;-5,374;124,412;-2,632;0,236;-4,131;-0,844;-31,609
"alphonse";-0,683;-15,08;-7,412;-5,512;511,193;-4,727;-6,908;-8,936;10,971;-80,561
"mountain";-2,39;-0,616;-3,944;-2,933;-10,541;-2,515;37,373;-1,214;-0,242;15,406
"river";-6,581;-12,214;-6,004;-4,465;69,745;-3,828;32,834;-0,045;-0,005;-5,878
"hd";-4,766;-3,235;-4,348;18,394;-4,543;-2,773;-4,052;95,686;-3,35;-1,327
"ultra";-4,766;-8,846;-4,348;-3,234;-14,198;-2,773;-4,052;36,912;91,172;0,957
"castle";-4,131;-11,482;-5,644;-4,197;-1,893;-3,599;4,447;-6,99;-1,036;59,392
"hyper";-5,99;2,637;-5,465;-4,064;-13,195;-3,485;0,05;-2,455;-4,21;48,955
"atmosphere";483,724;-10,274;-5,05;-3,756;-11,89;-3,22;-4,706;3,108;-3,89;-7,73
"elegant";-6,979;-12,953;-6,367;-4,735;472,928;-4,06;-5,933;-10,456;-4,905;-31,774
"cgsociety";-6,317;3,121;-5,763;-4,286;-18,818;-3,675;-5,371;345,286;-4,44;-17,902
"bridge";379,135;-9,083;-4,464;22,992;-0,067;-2,847;0,017;-10,451;-3,439;-21,123
"smooth";-6,647;-12,337;-6,064;0;319,979;-1,965;-5,651;-4,695;-4,671;-22,497
"hyperdetailed";-5,149;-7,36;-4,698;-3,494;-15,339;-2,996;-4,378;304,528;31,568;-21,357
"landscape";25,793;-10,755;-5,286;1,866;-12,634;-3,371;-4,926;-12,375;-4,072;54,073
"james";10,921;-11,847;41,824;-4,331;-19,014;-3,713;159,482;-7,37;-1,134;-0,93
"oil";1,712;-7,442;-3,658;-2,72;1,313;-2,333;-3,409;-6,378;-2,818;28,41
"night";-5,406;-10,034;-1,478;4,465;42,356;3,745;-4,596;0,011;-3,8;-1,141
"dramatic";-4,01;-7,442;-3,658;-2,72;-11,944;-2,333;-3,409;132,337;8,151;-0,311
"rain";472,04;-7,442;-3,658;-2,72;-0,389;-2,333;-1,569;-6,378;-2,818;-9,718
"photorealistic";-5,021;-7,129;2,237;-3,407;-10,419;-2,921;-4,269;18,742;55,987;0,682
"contrast";-5,213;3,183;594,433;15,739;-15,53;-3,033;-4,432;-6,889;-3,664;-31,298
"sunny";-5,795;-10,755;118,015;-3,931;-12,634;322,129;-0,043;-0,014;0,032;-23,043
"gothic";-4,639;-8,611;-0,196;-3,148;-13,82;-2,699;-3,944;71,953;13,323;0,88
"composition";-4,894;-6,898;463,619;-3,32;-6,371;-2,847;-4,16;-3,125;-3,439;-1,182
"ancient";-5,6;-1,072;112,501;-0,062;8,545;-1,431;-4,761;-4,32;-2,035;-3,065
"background";41,285;-3,332;-4,406;3,314;-4,692;-2,81;25,675;-0,4;-3,394;-0,282
"small";-1,026;-8,024;-3,944;0,692;-8,436;-0,048;102,589;1,493;0,578;-0,278
"full";-4,957;-2,229;197,904;-3,363;59,836;-2,884;-4,215;-10,587;-3,484;-23,94
"dark";-4,513;-8,376;134,432;-3,062;-13,442;-2,625;0,085;-2,512;-0,306;6,734
"flower";915,084;-7,326;-3,601;-2,678;-11,758;-2,296;-3,356;-4,393;-1,027;-28,725
"stone";-3,76;-6,979;-3,43;0,191;-11,201;-2,187;1,61;-5,861;-2,643;60,012
"paris";0,003;-8,024;-3,944;-2,933;88,542;-2,515;-3,676;3,986;-3,038;-7,581
"photo";-4,26;-2,481;-0,727;-2,891;-10,356;-2,479;82,232;13,046;0,025;-0,188
"architecture";-4,45;-8,259;-0,137;-1,231;-5,245;-2,589;9,927;-9,503;112,068;3,899
"epic";-2,958;-5,491;-2,699;-0,434;-3,049;-1,721;-2,515;-1,276;-0,485;43,809
"building";-4,072;-5,421;-3,715;-2,763;-7,728;7,148;0,247;-0,315;-2,862;32,508
"shoot";39,377;-7,442;-3,658;-2,72;4,875;11,713;-3,409;-4,514;8,151;-2,501
"wide";-4,26;-5,759;-3,887;-2,891;-12,691;-2,479;-3,622;148,594;0,624;-0,034
"angle";-3,388;-6,289;-3,091;-2,299;-10,093;-1,971;-2,881;267,886;-2,381;-6,576
"vibrant";-3,45;-6,404;220,869;-2,341;-10,277;-2,007;-1,159;2,499;-2,425;-0,533
"smoke";524,941;-6,748;-3,317;-2,467;0,611;-2,115;-3,091;-7,765;-2,555;-20,313
"day";-4,01;-7,442;185,299;-2,72;-5,731;39,074;0,279;2,199;-2,818;-15,096
"4k";-4,01;-2,121;-3,658;-2,72;10,693;-2,333;-3,409;-1,75;-2,818;14,396
"thomas";2,418;-5,264;-2,588;0,025;14,007;-1,65;-0,733;-6,057;9,923;-0,051
"world";-3,76;384,923;-0,006;-2,551;-8,893;-2,187;-3,197;-2,545;-2,643;-26,74
"water";0,001;-3,917;-1,925;5,564;-6,286;-1,228;-1,794;24,135;-1,483;1,029
"studio";-3,081;-5,718;-2,811;109,202;-9,177;34,209;-2,619;-4,462;13,314;-0,145
"soft";-3,45;-6,404;-3,148;195,683;-5,989;-2,007;7,508;-7,368;-0,029;0,411
"blue";4,979;-6,518;-3,204;-2,383;12,515;-0,459;-2,986;5,633;-0,779;-0,69
"victorian";-3,574;-6,633;-3,26;-2,425;-10,646;683,317;-3,038;-1,15;-2,512;-1,438
"tree";-3,081;-5,718;-2,811;-2,09;-4,972;0,067;71,205;0,365;-2,165;2,699
"person";0,746;-3,335;-2,643;-1,966;-0,22;-1,685;36,244;-2,42;-0,454;2,087
"magical";-3,081;-2,056;-2,811;-2,09;-3,349;795,813;-2,619;-6,579;-2,165;-8,897
"flood";-3,45;-6,404;842,908;-2,341;-10,277;-2,007;-2,933;-5,221;-0,029;-23,469
"house";-3,45;-6,404;-3,148;-2,341;-4,276;-0,434;239,072;-0,993;-2,425;0,009
"gurney";-3,512;-6,518;-3,204;-2,383;-10,461;-2,043;317,902;-2,134;-0,038;0
"ghibli";-2,897;-5,377;-2,643;117,51;-8,63;37,194;-2,463;-4,087;14,765;-0,876
"build";-2,897;-0,707;-2,643;-1,966;-4,473;-1,685;-2,463;-2,42;2,51;31,471
"win";-2,714;-5,038;44,829;-1,842;-8,086;-1,579;-2,308;-5,797;62,93;1,526
"simonetti";318,141;-6,289;-3,091;-2,299;-10,093;-1,971;-2,881;-1,934;29,758;-9,719
"ornate";800,87;-4,311;-3,148;-0,014;-10,277;-2,007;-2,933;-7,368;-2,425;-26,202
"marc";318,141;-6,289;-3,091;-2,299;-10,093;-1,971;-2,881;-1,934;29,758;-9,719
"inspire";-3,388;-6,289;-3,091;-0,648;-10,093;721,802;-2,881;-7,236;16,447;-9,719
"krenz";-3,388;-6,289;-3,091;-2,299;266,703;-1,971;-2,881;-0,275;-0,711;-37,947
"forest";577,7;-4,092;-3,035;-2,257;-7,629;-1,935;0,821;-4,967;-2,338;-19,625
"cushart";-3,388;-6,289;-3,091;-2,299;266,703;-1,971;-2,881;-0,275;-0,711;-37,947
"shadow";-2,714;-5,038;314,029;42,667;-5,853;-1,579;-2,308;-5,797;-1,908;-11,331
"red";252,099;-5,604;-2,755;0,005;7,028;-1,757;-2,567;-6,449;-2,122;-14,231
"award";-2,654;-4,925;46,264;-1,8;-7,905;-1,544;-2,256;-5,667;64,773;1,123
"vibe";848,592;-6,06;-2,979;-2,215;-9,726;-1,899;-2,776;-6,973;-2,295;-24,221
"tall";-3,081;-5,718;-2,811;14,127;-9,177;18,076;1,131;-6,579;4,778;6,302
"glass";409,752;-5,946;-2,923;-2,173;-7,271;-1,864;-2,724;0,246;-2,251;-9,928
"european";-3,081;-0,227;-2,811;67,561;-0,053;-0,292;9,454;-4,462;4,778;-3,336
"center";2,15;-2,7;-1,327;-0,987;-4,334;0,049;31,317;-3,107;17,78;-0,101
"summer";-2,836;-5,264;-2,588;-1,924;-8,449;-1,65;621,463;-6,057;-1,993;-6,921
"mist";640,819;-5,604;-2,755;-2,049;-8,995;-1,757;-2,567;-6,449;-2,122;-12,114
"great";-3,142;-5,832;674,763;-2,132;-9,36;-1,828;-2,671;-6,71;-2,208;-9,409
"wlop";142,951;-5,718;-2,811;-2,09;-0,053;-1,792;-2,619;3,85;-2,165;-4,475
"surround";-1,219;-2,262;-1,112;0,062;-3,631;-0,709;-1,036;0,252;-0,857;15,685
"ray";-2,897;-5,377;-2,643;-1,966;0,125;-1,685;0,25;-6,188;-2,036;31,471
"jean";93,631;-3,03;-1,49;-1,108;-2,772;-0,95;-1,388;-0,001;-1,147;0,001
"hyperrealistic";-1,99;0,186;0,062;-1,35;-5,929;-1,158;-1,692;-2,266;-1,399;23,763
"bright";-2,291;-2,285;-2,09;-1,554;8,432;-1,333;-1,948;-4,892;-1,61;12,797
"amsterdam";-2,836;-5,264;-2,588;-1,924;-6,205;915,676;-2,411;-6,057;-1,993;-8,593
"valley";-0,634;-1,177;-0,579;53,556;-1,89;-0,369;-0,539;-1,355;-0,446;1,114
"resolution";-2,775;-3,122;-2,532;-1,883;-0,602;-1,615;-2,36;1,873;-1,95;19,745
"lush";666,767;-5,151;-2,532;-0,35;-4,144;-1,615;-2,36;-5,927;-1,95;-24,68
"demura";-2,958;-5,491;-2,699;-2,007;302,906;-1,721;-2,515;-6,318;-2,079;-33,132
"artem";-2,958;-5,491;-2,699;-2,007;302,906;-1,721;-2,515;-6,318;-2,079;-33,132
"magritte";-2,897;-5,377;887,187;-1,966;-8,63;-1,685;-2,463;-6,188;-2,036;-26,022
"green";457,46;-5,377;-2,643;-1,966;-8,63;-1,685;-2,463;1,537;-2,036;-17,712
"chimney";669,678;-5,377;-2,643;-1,966;-8,63;-1,685;-2,463;-6,188;-2,036;-15,296
"ice";651,518;-5,264;-2,588;-1,924;-8,449;-1,65;-2,411;-6,057;-1,993;-14,691
"flag";-2,411;-0,254;-2,2;0,152;116,173;-1,403;-2,05;-5,15;-1,695;-10,564
"eternal";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"eiffel";-2,411;-4,476;-2,2;-1,636;-7,183;-1,403;-2,05;210,069;-1,695;-6,768
"anime";-2,654;-4,925;-0,739;169,279;-3,818;-1,544;-0,613;-5,667;17,022;-0,241
"white";1,194;-0,405;-0,695;-1,759;13,861;-1,508;-2,205;-5,538;-0,31;0,775
"wet";666,767;-5,151;-2,532;-1,883;-8,267;-1,615;-2,36;-5,927;-1,95;-16,46
"quality";-2,11;0,778;-1,925;-1,432;0,703;-1,228;-1,794;0,002;-1,483;4,207
"large";-0,923;-1,422;-2,421;-1,8;-0,446;-1,544;50,785;-3,591;-1,865;3,96
"colorful";-0,067;-1,336;194,669;-1,759;-5,502;-0,131;-2,205;-5,538;-1,822;-0,139
"waterfall";533,713;-4,925;-2,421;-1,8;-7,905;-1,544;-2,256;-5,667;-1,865;-8,827
"realism";-2,231;-4,14;-2,035;4,984;9,052;6,659;-1,896;-4,764;-1,568;1,126
"pristine";717,676;-5,038;-2,476;-1,842;-8,086;-1,579;-2,308;-5,797;-1,908;-21,098
"cloud";-2,411;-4,476;-2,2;-1,636;-3,179;-1,403;-2,05;-0,556;0,115;34,024
"vivid";-2,654;-4,925;1,513;-1,8;7,632;-1,544;-2,256;11,872;-1,865;-0,241
"spitzweg";-2,654;-4,925;846,164;-1,8;-7,905;-1,544;-2,256;-5,667;-1,865;-26,435
"snow";735,099;-4,925;-2,421;-1,8;-7,905;-1,544;-2,256;-5,667;-1,865;-23,343
"rene";-2,654;-4,925;846,164;-1,8;-7,905;-1,544;-2,256;-5,667;-1,865;-26,435
"game";-2,231;-2,182;-2,035;-1,513;0,046;19,715;-1,896;-1,273;4,643;1,954
"carl";-2,532;-4,7;765,773;-1,718;-7,543;-1,473;-2,153;-5,408;-1,78;-22,011
"simon";-2,532;-4,7;422,404;-1,718;-7,543;-1,473;-2,153;1,32;-0,283;-16,464
"scene";-2,05;-3,806;-1,871;-1,391;-3,947;-1,193;3,725;69,435;-1,441;-0,879
"roman";-1,752;57,479;-1,598;3,331;-5,218;-1,019;-1,489;-0,025;-1,231;-1,058
"puddle";753,314;-4,813;-2,366;-1,759;-7,724;-1,508;-2,205;-5,538;-1,822;-25,76
"mullins";-2,593;-4,813;-2,366;-1,759;-7,724;747,801;-2,205;-0,152;-1,822;-10,206
"extremely";-2,231;-4,14;9,675;-1,513;6,468;-1,298;-1,896;-0,361;-1,568;1,126
"craig";-2,593;-4,813;-2,366;-1,759;-7,724;747,801;-2,205;-0,152;-1,822;-10,206
"aerial";-2,291;-4,252;-2,09;-1,554;-2,866;-1,333;-1,948;-4,892;746,662;-16,547
"photography";-2,17;-4,028;-1,98;-1,473;-6,465;-1,263;-1,845;-4,635;449,409;-1,39
"england";-2,291;-4,252;-2,09;-1,554;-6,824;1077,071;-1,948;-4,892;-1,61;-19,362
"empty";-2,472;-2,596;249,108;-1,677;-0,003;-1,438;-2,102;-0,084;-1,737;-9,103
"sunset";-2,472;-4,588;-2,255;7,995;-7,363;-1,438;94,154;1,481;-0,257;-0,597
"page";643,256;-4,364;-2,145;-1,595;-3,022;-1,368;-1,999;-5,021;-1,652;-26,33
"melt";753,916;-4,588;-2,255;-1,677;-7,363;-1,438;-2,102;-5,279;-1,737;-27,683
"huge";-2,17;-4,028;-1,98;-1,473;6,997;-1,263;-1,845;4,491;-1,525;1,46
"drip";753,916;-4,588;-2,255;-1,677;-7,363;-1,438;-2,102;-5,279;-1,737;-27,683
"creek";753,916;-4,588;-2,255;-1,677;-7,363;-1,438;-2,102;-5,279;-1,737;-27,683
"lake";-2,351;-2,388;-2,145;-1,595;-4,806;-1,368;-1,999;64,666;4,151;-0,286
"star";-1,931;-3,583;-1,761;-1,31;145,563;-1,123;-1,641;-4,123;-1,357;-10,287
"stalenhag";-2,231;-4,14;589,657;-1,513;-6,644;-1,298;-1,896;-2,741;-0,16;-18,704
"stain";589,653;-4,252;-2,09;-1,554;-4,633;-1,333;-1,948;-4,892;-1,61;-19,362
"shinkai";-1,811;-3,362;-1,652;128,204;-1,675;-1,054;-1,54;-0,644;0,568;-0,002
"rossdraws";327,703;-3,03;-1,49;-1,108;-2,772;-0,95;-1,388;-3,487;-1,147;-7,359
"europe";-1,99;247,489;-1,816;-1,35;-5,929;-1,158;-1,692;-4,251;-1,399;-10,888
"yellow";133,841;-4,14;-2,035;-1,513;23,724;-1,298;-1,896;-1,273;-1,568;-18,704
"tattoo";-2,231;-4,14;-2,035;-1,513;228,383;-1,298;-1,896;-4,764;-1,568;-24,98
"riabovitchev";571,482;-4,14;-2,035;-1,513;-6,644;-1,298;-1,896;-4,764;-1,568;-15,905
"prague";-2,11;-3,917;-1,925;-1,432;151,53;-1,228;-1,794;-2,502;-0,118;-14,628
"makoto";-1,752;-3,251;-1,598;133,228;-1,536;-1,019;-1,489;-0,564;0,644;-0,074
"french";117,576;-4,14;-2,035;55,156;-6,644;-1,298;-1,896;-4,764;9,039;-8,87
"andrei";571,482;-4,14;-2,035;-1,513;-6,644;-1,298;-1,896;-4,764;-1,568;-15,905
"neo";-1,811;-3,362;-1,652;-1,229;-5,395;-1,054;-1,54;258,673;-1,273;-20,285
"garden";9,182;-2,044;-1,005;-0,747;-3,281;-0,641;-0,936;-0,003;-0,774;6,96
"design";-0,867;0,242;2,248;0,361;1,78;-0,505;0,14;-1,852;-0,61;-0,21
"carcassonne";353,183;-2,372;-1,166;-0,867;-1,802;-0,743;-1,086;-2,729;-0,898;-14,311
"weather";-2,11;0,096;-1,925;-1,432;-6,286;475,49;-1,794;-4,507;-1,483;-4,395
"wall";-1,811;-3,362;-1,652;-1,229;-5,395;0;42,509;-3,868;-0,035;8,603
"stand";0,006;-1,879;-1,871;-1,391;59,367;-1,193;-1,743;-4,379;-1,441;-0,879
"rome";-1,871;-3,473;140,459;-1,269;-1,818;-1,088;-1,591;-2,032;-1,315;0,033
"close";1,563;-3,03;-1,49;35,806;-2,772;43,342;-1,388;-0,001;-1,147;-2,372
"artwork";-0,416;65,315;11,851;-1,35;-5,929;-1,158;-1,692;-2,266;-1,399;-2,319
"venice";-2,05;-3,806;-1,871;-1,391;123,145;-1,193;-1,743;-0,199;-1,441;-11,494
"symmetry";-1,692;-3,141;525,412;-1,148;-5,041;-0,984;-1,439;-3,614;-1,189;-15,754
"kinkade";-1,278;-2,372;-1,166;-0,867;-1,802;-0,743;-1,086;-2,729;32,871;7,944
"giant";-1,219;4,945;-1,112;-0,827;-1,646;-0,709;-1,036;1,457;-0,857;1,584
"alp";0,331;-2,7;-1,327;-0,987;-2,281;-0,846;-1,237;44,217;10,056;-3,882
"stanley";445,172;-3,362;-1,652;-1,229;-1,675;-1,054;-1,54;-3,868;-1,273;-17,074
"ruin";-1,633;7,781;-0,117;-0,002;1,077;0,011;-1,388;-1,576;-1,147;0,001
"futuristic";-1,752;-1,386;-1,598;7,822;-5,218;-1,019;-1,489;0,187;-0,024;9,786
"dynamic";-1,101;-2,044;-1,005;-0,747;-3,281;-0,641;-0,936;-0,629;-0,774;25,038
"black";-1,455;1,196;2,666;-0,987;-2,281;0,049;-1,237;-3,107;4,518;1,784
"road";0,268;-2,81;133,919;-1,027;-4,51;-0,881;-0,038;-3,234;-1,064;-0,221
"lau";461,603;-3,251;-1,598;-1,188;-3,104;-1,019;-1,489;-3,741;-1,231;-16,413
"draw";-1,396;21,841;-1,273;-0,947;-0,762;-0,812;-1,187;0,836;-0,981;-0,025
"cart";588,85;-3,583;-1,761;-1,31;-5,751;-1,123;-1,641;-4,123;-1,357;-21,622
"canal";-1,219;-2,262;-1,112;-0,827;13,683;-0,709;-1,036;-2,603;-0,857;2,92
"super";-1,573;-2,92;-1,435;0;59,909;-0,915;-1,338;0,435;-1,106;-6,792
"rutkwowski";-1,871;-3,473;-1,707;-1,269;-5,573;858,274;-1,591;-3,996;-1,315;-14,786
"photograph";-1,219;-0,575;-1,112;1,979;-3,631;-0,709;-1,036;6,85;-0,857;2,92
"heavy";-0,403;-0,747;-0,367;-0,273;-1,199;-0,234;-0,342;-0,86;11,539;3,093
"hdr";-1,811;-3,362;-1,652;-1,229;-0,609;-1,054;-1,54;72,487;-1,273;-0,617
"future";-1,16;0,004;-1,058;-0,787;59,436;-0,675;-0,986;-2,478;-0,815;-4,932
"berlin";-1,337;-2,481;-1,22;-0,907;-0,044;-0,778;-1,137;82,768;-0,939;-4,61
"length";-1,811;-3,362;605,531;-1,229;-5,395;-1,054;-1,54;-3,868;-1,273;-20,285
"fountain";-0,345;-0,64;-0,315;-0,234;1,703;-0,201;-0,293;-0,737;-0,242;1,927
"colour";-1,514;-2,81;-1,381;-1,027;-0,195;-0,881;-1,287;-3,234;-1,064;27,096
"watercolor";-1,692;-3,141;1,813;-1,148;-5,041;-0,984;407,383;-3,614;-1,189;-12,851
"station";-1,692;-1,291;-1,544;-1,148;-5,041;-0,984;46,502;22,247;-1,189;-1,638
"long";170,244;-2,7;-1,327;-0,987;-4,334;-0,846;-1,237;-3,107;-1,023;-0,101
"historic";-0,867;142,519;-0,791;-0,588;-2,583;-0,505;-0,737;-1,852;-0,61;-9,713
"frank";327,703;-3,03;-1,49;-1,108;-4,864;-0,95;-1,388;-3,487;-1,147;-5,391
"deviantart";-1,514;82,124;-1,381;-1,027;-4,51;-0,881;-1,287;0,011;-1,064;-1,639
"cobblestone";-1,043;-1,935;-0,951;-0,707;-3,106;-0,607;0,034;-2,227;80,626;0,914
"cathedral";-1,514;-2,81;2,422;-1,027;5,574;-0,881;-1,287;-3,234;-1,064;3,851
"trace";-1,633;-3,03;-1,49;-1,108;-4,864;-0,95;-1,388;-3,487;-1,147;44,466
"syd";-1,633;-3,03;327,448;-1,108;-4,864;-0,95;-1,388;-1,576;-1,147;-5,391
"skyscraper";-0,518;-0,962;-0,473;-0,352;-1,544;-0,302;32,397;-1,107;1,277;0,11
"single";-1,455;-2,7;163,124;-0,987;1,815;-0,846;-1,237;-3,107;-1,023;-5,682
"orange";461,093;-1,196;-1,49;-1,108;-4,864;-0,95;-1,388;-3,487;-1,147;-18,286
"grind";-0,809;-1,501;-0,738;-0,549;-0,626;-0,471;-0,688;-1,728;-0,569;17,168
"grim";-1,396;-2,591;-1,273;-0,947;-0,084;-0,812;-1,187;90,2;-0,981;-5,14
"golden";-1,16;-2,153;-1,058;0,089;0,48;-0,675;-0,986;0,351;6,751;0,299
"arch";-1,573;-2,92;249,149;-1,067;-4,687;-0,915;-1,338;-3,36;-1,106;-1,029
"soldier";-1,337;-2,481;-1,22;0,024;110,428;-0,778;-1,137;-2,855;-0,939;-11,825
"serene";-1,573;8,427;-1,435;126,48;-4,687;-0,915;-1,338;-3,36;-1,106;-1,029
"rockwell";0,405;-2,591;284,48;-0,947;-0,762;-0,812;-1,187;-2,981;-0,981;-12,476
"resemble";-1,573;-2,92;-1,435;-1,067;161,101;-0,915;-1,338;-3,36;-1,106;-17,621
"peter";-1,514;-2,81;-1,381;-1,027;-4,51;-0,881;-1,287;118,737;-1,064;-2,842
"norman";0,405;-2,591;284,48;-0,947;-0,762;-0,812;-1,187;-2,981;-0,981;-12,476
"mead";-1,573;-2,92;340,99;-1,067;-4,687;-0,915;-1,338;-1,464;-1,106;-6,792
"3d";-1,514;0,114;0,417;-1,027;-4,51;-0,881;-1,287;0,549;-1,064;7,691
"warm";-1,16;-0,495;-1,058;-0,787;-3,456;-0,675;-0,986;17,676;-0,815;2,159
"nouveau";-1,16;-2,153;-1,058;-0,787;26,604;-0,675;-0,986;-0,726;-0,815;0,007
"kingdom";-1,514;122,672;-1,381;4,468;-4,51;-0,881;-1,287;-3,234;-1,064;-6,232
"distance";0,331;-2,7;-0,05;10,611;-0,135;0,049;-1,237;-3,107;-1,023;3,059
"ultrawide";-0,751;-1,393;-0,685;-0,509;-2,236;-0,437;-0,638;-1,603;325,781;-8,407
"photorealism";-0,926;-1,718;-0,845;-0,628;3,613;-0,539;-0,787;6,898;-0,651;-0,017
"perfect";-1,16;-2,153;1,089;120,454;-3,456;-0,675;0,006;-2,478;-0,815;-0,141
"marble";-0,692;-1,285;-0,632;-0,47;-2,063;-0,403;-0,589;-1,479;-0,487;18,859
"jordan";-1,219;-2,262;-1,112;-0,827;-3,631;-0,709;-1,036;107,612;0,046;-5,494
"hopper";-1,396;-2,591;317,326;-0,947;-4,158;-0,812;-1,187;-2,981;-0,981;-5,14
"scenery";-1,396;-2,591;-1,273;144,924;-4,158;-0,812;-1,187;-1,137;-0,981;0,468
"palace";-0,345;-0,64;-0,315;-0,234;-1,027;-0,201;-0,293;19,296;14,062;-3,863
"middle";-1,396;1,399;-1,273;-0,947;-4,158;-0,812;-1,187;-1,137;139,5;-1,005
"island";-1,219;8,817;-1,112;-0,827;-3,631;-0,709;-1,036;-2,603;1,831;4,662
"image";0,133;-0,055;-0,685;-0,509;-0,498;-0,437;-0,638;-1,603;-0,528;7,89
"frazetta";389,048;-2,591;-1,273;-0,947;-4,158;-0,812;-1,187;-2,981;-0,981;-12,476
"field";2,944;-2,372;-1,166;-0,867;-3,806;-0,743;-1,086;-2,729;46,879;2,245
"edward";-1,337;-2,481;332,655;-0,907;-3,982;-0,778;-1,137;-2,855;-0,939;-6,644
"crowd";-1,219;-0,575;-1,112;-0,827;-0,001;-0,709;-1,036;-2,603;-0,857;15,685
"coherent";-1,396;-2,591;426,628;-0,947;-4,158;-0,812;-1,187;-2,981;-0,981;-12,476
"canvas";-1,337;-2,481;-1,22;-0,907;11,312;-0,778;-1,137;-2,855;-0,939;4,66
"artist";-1,396;208,716;-1,273;-0,947;-4,158;-0,812;-0,012;-2,981;-0,981;-15,632
